"Day","Items","Note","Amount"
"66","Rental Expense","Cash Payment - RentalMiami","2240"
"66","Overflow Expense - Retail","Cash Payment - Overflow Fee San Francisco","767"
"66","Rental Expense","Cash Payment - RentalSan Francisco","4480"
"65","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","1000"
"65","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","1000"
"65","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","1000"
"65","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","1000"
"65","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","1000"
"65","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","1000"
"65","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","1000"
"65","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","1000"
"65","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","1000"
"65","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","1000"
"65","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","1000"
"65","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","1000"
"65","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","1000"
"65","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","1000"
"65","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","1000"
"65","Marketing Expense","Cash Payment - Marketing - San Francisco - Mouthwash","1000"
"65","Marketing Expense","Cash Payment - Marketing - San Francisco - Body Wash","1000"
"65","Marketing Expense","Cash Payment - Marketing - San Francisco - Shampoo","1000"
"65","Salary Expense","Cash Payment - Salary Expense","23613"
"65","Rental Expense","Cash Payment - RentalLos Angeles","2160"
"65","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","1484"
"65","Rental Expense","Cash Payment - RentalDetroit","1800"
"65","Rental Expense","Cash Payment - RentalNew York","5360"
"65","Rental Expense","Cash Payment - RentalChicago","2960"
"65","Rental Expense","Cash Payment - RentalWashington, D.C.","4880"
"65","Overflow Expense - Retail","Cash Payment - Overflow Fee Miami","341"
"65","Rental Expense","Cash Payment - RentalMiami","2240"
"65","Overflow Expense - Retail","Cash Payment - Overflow Fee San Francisco","885"
"65","Rental Expense","Cash Payment - RentalSan Francisco","4480"
"64","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","1000"
"64","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","1000"
"64","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","1000"
"64","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","1000"
"64","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","1000"
"64","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","1000"
"64","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","1000"
"64","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","1000"
"64","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","1000"
"64","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","1000"
"64","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","1000"
"64","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","1000"
"64","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","1000"
"64","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","1000"
"64","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","1000"
"64","Salary Expense","Cash Payment - Salary Expense","23613"
"64","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 9719","100"
"64","Rental Expense","Cash Payment - RentalLos Angeles","2160"
"64","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","1740"
"64","Rental Expense","Cash Payment - RentalDetroit","1800"
"64","Rental Expense","Cash Payment - RentalNew York","5360"
"64","Rental Expense","Cash Payment - RentalChicago","2960"
"64","Rental Expense","Cash Payment - RentalWashington, D.C.","4880"
"64","Overflow Expense - Retail","Cash Payment - Overflow Fee Miami","341"
"64","Rental Expense","Cash Payment - RentalMiami","2240"
"64","Overflow Expense - Retail","Cash Payment - Overflow Fee San Francisco","1003"
"64","Rental Expense","Cash Payment - RentalSan Francisco","4480"
"63","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"63","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"63","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","1000"
"63","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","1000"
"63","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","1000"
"63","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","1000"
"63","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","1000"
"63","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","1000"
"63","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","1000"
"63","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","1000"
"63","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","1000"
"63","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","1000"
"63","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","1000"
"63","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","1000"
"63","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","1000"
"63","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","1000"
"63","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","1000"
"63","Salary Expense","Cash Payment - Salary Expense","23613"
"63","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 9527","300"
"63","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 9554","200"
"63","Rental Expense","Cash Payment - RentalLos Angeles","2160"
"63","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","2468"
"63","Rental Expense","Cash Payment - RentalDetroit","1800"
"63","Rental Expense","Cash Payment - RentalNew York","5360"
"63","Rental Expense","Cash Payment - RentalChicago","2960"
"63","Rental Expense","Cash Payment - RentalWashington, D.C.","4880"
"63","Overflow Expense - Retail","Cash Payment - Overflow Fee Miami","341"
"63","Rental Expense","Cash Payment - RentalMiami","2240"
"63","Overflow Expense - Retail","Cash Payment - Overflow Fee San Francisco","1003"
"63","Rental Expense","Cash Payment - RentalSan Francisco","4480"
"62","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"62","Human Resource Expense","Cash Payment - Staff Recruiting - San Francisco","60000"
"62","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"62","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","800"
"62","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","800"
"62","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","800"
"62","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","800"
"62","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","800"
"62","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","800"
"62","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","800"
"62","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","800"
"62","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","800"
"62","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","800"
"62","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","800"
"62","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","800"
"62","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","800"
"62","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","800"
"62","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","800"
"62","Salary Expense","Cash Payment - Salary Expense","22742"
"62","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 9344","200"
"62","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 9193","200"
"62","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 9179","100"
"62","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 6203","2200"
"62","Overflow Expense - Retail","Cash Payment - Overflow Fee Los Angeles","32"
"62","Rental Expense","Cash Payment - RentalLos Angeles","2160"
"62","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","2840"
"62","Rental Expense","Cash Payment - RentalDetroit","1800"
"62","Rental Expense","Cash Payment - RentalNew York","5360"
"62","Rental Expense","Cash Payment - RentalChicago","2960"
"62","Rental Expense","Cash Payment - RentalWashington, D.C.","4880"
"62","Overflow Expense - Retail","Cash Payment - Overflow Fee Miami","341"
"62","Rental Expense","Cash Payment - RentalMiami","2240"
"62","Rental Expense","Cash Payment - RentalSan Francisco","4480"
"61","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","800"
"61","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","800"
"61","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","800"
"61","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","800"
"61","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","800"
"61","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","800"
"61","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","800"
"61","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","800"
"61","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","800"
"61","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","800"
"61","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","800"
"61","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","800"
"61","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","800"
"61","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","800"
"61","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","800"
"61","Salary Expense","Cash Payment - Salary Expense","20938"
"61","Overflow Expense - Retail","Cash Payment - Overflow Fee Los Angeles","128"
"61","Rental Expense","Cash Payment - RentalLos Angeles","2160"
"61","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","3348"
"61","Rental Expense","Cash Payment - RentalDetroit","1800"
"61","Rental Expense","Cash Payment - RentalNew York","5360"
"61","Rental Expense","Cash Payment - RentalChicago","2960"
"61","Rental Expense","Cash Payment - RentalWashington, D.C.","4880"
"61","Overflow Expense - Retail","Cash Payment - Overflow Fee Miami","341"
"61","Rental Expense","Cash Payment - RentalMiami","2240"
"60","Human Resource Expense","Attended Training","15000"
"60","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","800"
"60","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","800"
"60","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","800"
"60","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","800"
"60","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","800"
"60","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","800"
"60","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","800"
"60","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","800"
"60","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","800"
"60","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","800"
"60","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","800"
"60","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","800"
"60","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","800"
"60","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","800"
"60","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","800"
"60","Salary Expense","Cash Payment - Salary Expense","20938"
"60","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 8677","200"
"60","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 8848","200"
"60","Rental Expense","Cash Payment - RentalLos Angeles","2160"
"60","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","4052"
"60","Rental Expense","Cash Payment - RentalDetroit","1800"
"60","Rental Expense","Cash Payment - RentalNew York","5360"
"60","Rental Expense","Cash Payment - RentalChicago","2960"
"60","Rental Expense","Cash Payment - RentalWashington, D.C.","4880"
"60","Overflow Expense - Retail","Cash Payment - Overflow Fee Miami","341"
"60","Rental Expense","Cash Payment - RentalMiami","2240"
"59","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","800"
"59","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","800"
"59","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","800"
"59","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","800"
"59","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","800"
"59","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","800"
"59","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","800"
"59","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","800"
"59","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","800"
"59","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","800"
"59","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","800"
"59","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","800"
"59","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","800"
"59","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","800"
"59","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","800"
"59","Salary Expense","Cash Payment - Salary Expense","20036"
"59","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 8498","100"
"59","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 8656","200"
"59","Rental Expense","Cash Payment - RentalLos Angeles","2160"
"59","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","4532"
"59","Rental Expense","Cash Payment - RentalDetroit","1800"
"59","Rental Expense","Cash Payment - RentalNew York","5360"
"59","Rental Expense","Cash Payment - RentalChicago","2960"
"59","Rental Expense","Cash Payment - RentalWashington, D.C.","4880"
"59","Overflow Expense - Retail","Cash Payment - Overflow Fee Miami","341"
"59","Rental Expense","Cash Payment - RentalMiami","2240"
"58","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","800"
"58","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","800"
"58","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","800"
"58","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","800"
"58","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","800"
"58","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","800"
"58","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","800"
"58","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","800"
"58","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","800"
"58","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","800"
"58","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","800"
"58","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","800"
"58","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","800"
"58","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","800"
"58","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","800"
"58","Salary Expense","Cash Payment - Salary Expense","20036"
"58","Rental Expense","Cash Payment - RentalLos Angeles","2160"
"58","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","4600"
"58","Rental Expense","Cash Payment - RentalDetroit","1800"
"58","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","3920"
"58","Rental Expense","Cash Payment - RentalNew York","5360"
"58","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","440"
"58","Rental Expense","Cash Payment - RentalChicago","2960"
"58","Rental Expense","Cash Payment - RentalWashington, D.C.","4880"
"58","Overflow Expense - Retail","Cash Payment - Overflow Fee Miami","341"
"58","Rental Expense","Cash Payment - RentalMiami","2240"
"57","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","800"
"57","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","800"
"57","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","800"
"57","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","800"
"57","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","800"
"57","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","800"
"57","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","800"
"57","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","800"
"57","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","800"
"57","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","800"
"57","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","800"
"57","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","800"
"57","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","800"
"57","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","800"
"57","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","800"
"57","Salary Expense","Cash Payment - Salary Expense","20036"
"57","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 8325","100"
"57","Rental Expense","Cash Payment - RentalLos Angeles","2160"
"57","Rental Expense","Cash Payment - RentalDetroit","1800"
"57","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","4200"
"57","Rental Expense","Cash Payment - RentalNew York","5360"
"57","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","520"
"57","Rental Expense","Cash Payment - RentalChicago","2960"
"57","Rental Expense","Cash Payment - RentalWashington, D.C.","4880"
"57","Overflow Expense - Retail","Cash Payment - Overflow Fee Miami","403"
"57","Rental Expense","Cash Payment - RentalMiami","2240"
"56","Human Resource Expense","Staff Dismiss","45000"
"56","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","800"
"56","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","800"
"56","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","800"
"56","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","800"
"56","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","800"
"56","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","800"
"56","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","800"
"56","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","800"
"56","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","800"
"56","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","800"
"56","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","800"
"56","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","800"
"56","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","800"
"56","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","800"
"56","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","800"
"56","Salary Expense","Cash Payment - Salary Expense","20482"
"56","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 8305","200"
"56","Rental Expense","Cash Payment - RentalLos Angeles","2160"
"56","Rental Expense","Cash Payment - RentalDetroit","1800"
"56","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","4480"
"56","Rental Expense","Cash Payment - RentalNew York","5360"
"56","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","640"
"56","Rental Expense","Cash Payment - RentalChicago","2960"
"56","Rental Expense","Cash Payment - RentalWashington, D.C.","4880"
"56","Overflow Expense - Retail","Cash Payment - Overflow Fee Miami","527"
"56","Rental Expense","Cash Payment - RentalMiami","2240"
"55","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","800"
"55","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","800"
"55","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","800"
"55","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","800"
"55","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","800"
"55","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","800"
"55","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","800"
"55","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","800"
"55","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","800"
"55","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","800"
"55","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","800"
"55","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","800"
"55","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","800"
"55","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","800"
"55","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","800"
"55","Salary Expense","Cash Payment - Salary Expense","20928"
"55","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 8121","200"
"55","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 4874","2200"
"55","Rental Expense","Cash Payment - RentalLos Angeles","2160"
"55","Rental Expense","Cash Payment - RentalDetroit","1800"
"55","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","5320"
"55","Rental Expense","Cash Payment - RentalNew York","5360"
"55","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","640"
"55","Rental Expense","Cash Payment - RentalChicago","2960"
"55","Rental Expense","Cash Payment - RentalWashington, D.C.","4880"
"55","Overflow Expense - Retail","Cash Payment - Overflow Fee Miami","527"
"55","Rental Expense","Cash Payment - RentalMiami","2240"
"54","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","800"
"54","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","800"
"54","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","800"
"54","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","800"
"54","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","800"
"54","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","800"
"54","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","800"
"54","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","800"
"54","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","800"
"54","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","800"
"54","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","800"
"54","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","800"
"54","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","800"
"54","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","800"
"54","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","800"
"54","Salary Expense","Cash Payment - Salary Expense","20928"
"54","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 7767","200"
"54","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 7929","200"
"54","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 4741","3300"
"54","Rental Expense","Cash Payment - RentalLos Angeles","2160"
"54","Rental Expense","Cash Payment - RentalDetroit","1800"
"54","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","6230"
"54","Rental Expense","Cash Payment - RentalNew York","5360"
"54","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","760"
"54","Rental Expense","Cash Payment - RentalChicago","2960"
"54","Rental Expense","Cash Payment - RentalWashington, D.C.","4880"
"54","Overflow Expense - Retail","Cash Payment - Overflow Fee Miami","589"
"54","Rental Expense","Cash Payment - RentalMiami","2240"
"53","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","800"
"53","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","800"
"53","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","800"
"53","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","800"
"53","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","800"
"53","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","800"
"53","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","800"
"53","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","800"
"53","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","800"
"53","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","800"
"53","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","800"
"53","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","800"
"53","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","800"
"53","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","800"
"53","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","800"
"53","Salary Expense","Cash Payment - Salary Expense","20928"
"53","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 7415","400"
"53","Rental Expense","Cash Payment - RentalLos Angeles","2160"
"53","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","272"
"53","Rental Expense","Cash Payment - RentalDetroit","1800"
"53","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","6440"
"53","Rental Expense","Cash Payment - RentalNew York","5360"
"53","Rental Expense","Cash Payment - RentalChicago","2960"
"53","Rental Expense","Cash Payment - RentalWashington, D.C.","4880"
"53","Overflow Expense - Retail","Cash Payment - Overflow Fee Miami","651"
"53","Rental Expense","Cash Payment - RentalMiami","2240"
"52","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","800"
"52","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","800"
"52","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","800"
"52","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","800"
"52","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","800"
"52","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","800"
"52","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","800"
"52","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","800"
"52","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","800"
"52","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","800"
"52","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","800"
"52","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","800"
"52","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","800"
"52","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","800"
"52","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","800"
"52","Salary Expense","Cash Payment - Salary Expense","20928"
"52","Rental Expense","Cash Payment - RentalLos Angeles","2160"
"52","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","280"
"52","Rental Expense","Cash Payment - RentalDetroit","1800"
"52","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","6650"
"52","Rental Expense","Cash Payment - RentalNew York","5360"
"52","Rental Expense","Cash Payment - RentalChicago","2960"
"52","Rental Expense","Cash Payment - RentalWashington, D.C.","4880"
"52","Rental Expense","Cash Payment - RentalMiami","3360"
"51","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","400"
"51","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","400"
"51","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","400"
"51","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","400"
"51","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","400"
"51","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","400"
"51","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","400"
